"Publish Date","Creation Date","Title","Status","Label Color","Label Name","Project Types","Project Owner","Description","Tags","Marketing Campaign","Link"
"02/10/2024","08/08/2024","Problematic Anger Press Release","Not Started","FFE900","TENTATIVE HOLD","Press release","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6504915"
"02/10/2024","02/10/2024","PA press release social","Not Started","","","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6586153"
"01/10/2024","08/08/2024","CIMVHR Promo 4","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Conference, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6503520"
"26/09/2024","19/09/2024","Podcast social promo","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Courtney","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6568237"
"26/09/2024","05/09/2024","MBTM Ep 22 - Jim Davis - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6546370"
"26/09/2024","17/09/2024","MBTM Ep 22 - Jim Davis - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6564832"
"26/09/2024","09/09/2024","Blog + podcast promo","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","Courtney","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6550173"
"26/09/2024","08/08/2024","CIMVHR Promo 3","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Conference, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6503519"
"25/09/2024","05/09/2024","Veteran Family Summit - social event page launch","Placeholder","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6546200"
"25/09/2024","19/09/2024","Blog promo","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6568234"
"24/09/2024","09/09/2024","HOLD: Research Compass #3 backup date","Not Started","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6550176"
"24/09/2024","19/09/2024","Research Compass - September 2024- English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6568193"
"24/09/2024","19/09/2024","Research Compass - September 2024 - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6568194"
"24/09/2024","08/08/2024","CIMVHR Promo 2","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Conference, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6503518"
"20/09/2024","19/09/2024","Military Family Appreciation Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6567543"
"19/09/2024","19/06/2024","CIMVHR Post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Conference, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6427913"
"18/09/2024","12/06/2024","Veteran Family Summit Registration","Placeholder","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6415260"
"18/09/2024","28/08/2024","Veteran Family Summit 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6534037"
"18/09/2024","12/06/2024","Veteran Family Summit Registration","Placeholder","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6414421"
"18/09/2024","28/08/2024","Veteran Family Summit 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6533970"
"16/09/2024","27/08/2024","50th anniversary of RCMP women officers","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Krystle, Meg, Commemoration","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6532229"
"12/09/2024","26/08/2024","Atlas in Iqaluit","Placeholder","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Partnerships & Stakeholder Relations, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6529136"
"12/09/2024","08/08/2024","Research Compass (Sept 12 or 26)","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6503975"
"10/09/2024","29/07/2024","Suicide Prevention Toolkits ","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6487033"
"10/09/2024","29/07/2024","Suicide Prevention Audiograms","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6487028"
"05/09/2024","09/07/2024","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","Monthly Newsletter","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6455549"
"05/09/2024","29/08/2024","Atlas Navigator - Issue 3 - September 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6535227"
"05/09/2024","29/08/2024","Atlas Navigator - Issue 3 - September 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6535273"
"04/09/2024","04/09/2024","TExP2 Launch - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6543928"
"04/09/2024","26/08/2024","TExP2 Launch - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6530546"
"04/09/2024","29/07/2024","Suicide Prevention Infographic","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6487041"
"04/09/2024","19/08/2024","TEXP2.1 Launch","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6519854"
"29/08/2024","29/07/2024","Suicide Prevention podcast episode","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6487042"
"15/08/2024","07/08/2024","Job Posting","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6502573"
"14/08/2024","09/08/2024","Blog: Tanis Giczi","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6505844"
"13/08/2024","13/08/2024","EBT CoP Launch - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6510734"
"13/08/2024","31/07/2024","EBT CoP Launch - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6491796"
"13/08/2024","27/06/2024","EBT CoP launch","Not Started","FFE900","TENTATIVE HOLD","Website content","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6440757"
"12/08/2024","03/07/2024","MindKit - International Youth Day","Placeholder","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Commemoration, Meg, Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6449604"
"01/08/2024","24/07/2024","Atlas Navigator - Issue 2 - August 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6478092"
"01/08/2024","24/07/2024","Atlas Navigator - Issue 2 - August 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6478960"
"01/08/2024","14/06/2024","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6419633"
"23/07/2024","22/07/2024","Problematic Anger Training - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6474655"
"23/07/2024","22/07/2024","Problematic Anger Training - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6474656"
"23/07/2024","11/06/2024","Problematic anger training ","Not Started","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6412550"
"15/07/2024","11/07/2024","LCA Publication Social","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6459885"
"12/07/2024","11/07/2024","Public Policy Scan Launch","Not Started","FFE900","TENTATIVE HOLD","Website content","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6459825"
"04/07/2024","28/06/2024","Atlas Navigator - Issue 1 - July 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6442933"
"04/07/2024","13/06/2024","Atlas Navigator - Issue 1 - July 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6418163"
"01/07/2024","25/06/2024","Memorial Day","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6435262"
"01/07/2024","25/06/2024","Canada Day","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6435264"
"28/06/2024","13/06/2024","TBI for providers","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Knowledge Mobilization, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6417896"
"27/06/2024","13/06/2024","TBI and PTSD","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Krystle, Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6417892"
"25/06/2024","13/06/2024","TBI tools and strategies","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Knowledge Mobilization, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6417890"
"25/06/2024","13/06/2024","CERIC share ","Placeholder","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","Share a second post before June 26","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6417546"
"24/06/2024","24/06/2024","Impact Report - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6433193"
"24/06/2024","20/06/2024","Impact Report - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6429509"
"24/06/2024","10/06/2024","Impact Report","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6410260"
"24/06/2024","10/06/2024","Impact Report","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6410256"
"22/06/2024","19/06/2024","CCMHCC Social post","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6427631"
"21/06/2024","30/05/2024","FNIM: Sharp video","Not Started","FF0000","ONLY PUBLISH THIS","Promotion plan","Tactical Squad","","Krystle, Meg, Commemoration","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6395257"
"20/06/2024","19/06/2024","Podcast ep 19","Not Started","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6427701"
"20/06/2024","13/06/2024","TBI 101","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Krystle, Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6417888"
"20/06/2024","12/06/2024","Peer Researcher Recruitment (Target list only)","Not Started","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","Applied Research, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6413689"
"19/06/2024","19/06/2024","French PE Training - Fall 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6427323"
"19/06/2024","19/06/2024","French PE Training - Fall 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6427237"
"19/06/2024","11/04/2024","PE TRAINING REGISTRATION OPEN","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6320110"
"18/06/2024","27/03/2024","TBI resources","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","Knowledge Mobilization, Krystle, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6298145"
"18/06/2024","27/03/2024","TBI resources","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","Krystle, Meg, Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6298144"
"18/06/2024","13/06/2024","TBI resources - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6416897"
"18/06/2024","13/06/2024","TBI resources - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6416987"
"18/06/2024","10/06/2024","TBI","Not Started","FF0000","ONLY PUBLISH THIS","Press release","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6410248"
"17/06/2024","13/05/2024","Research course call for focus group participation","Not Started","21FF00","PUBLISH ANYTHING","Promotion plan","Tactical Squad","","Applied Research, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6368692"
"14/06/2024","10/06/2024","PTSD Awareness: MindKit","Placeholder","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6410724"
"14/06/2024","10/06/2024","PTSD Month: PSP Resources","Placeholder","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6409851"
"13/06/2024","27/03/2024","Blog","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6298148"
"13/06/2024","12/06/2024","ACVA Report- FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6416772"
"13/06/2024","12/06/2024","ACVA Report Response - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6416533"
"12/06/2024","31/05/2024","ACVA committee report response","Not Started","FFE900","TENTATIVE HOLD","Press release","Tactical Squad","","Lori-Anne, Corporate communications","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6397075"
"12/06/2024","30/04/2024","CPCOE and Atlas Webinar","Not Started","FFE900","TENTATIVE HOLD","Event","Tactical Squad","","Lori-Anne, Research Partnerships","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6348995"
"11/06/2024","10/06/2024","PTSD Awareness: Podcast","Placeholder","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6410722"
"11/06/2024","22/06/2023","TBI resources for Veterans","Not Started","FFE900","TENTATIVE HOLD","Resource (KMb, Imp, etc.)","","","Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5811727"
"11/06/2024","10/06/2024","CPCOE Webinar Reminder","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6410268"
"10/06/2024","05/06/2024","National Collaborative ","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","Meg, Partnerships & Stakeholder Relations","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6404073"
"07/06/2024","06/06/2024","Bulletin of the WHO","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg, Executive","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6405790"
"07/06/2024","06/06/2024","PTSD Awareness Month","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6405783"
"05/06/2024","16/05/2024","Digital Stories Screening","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6375669"
"28/05/2024","21/03/2024","MST for Families Launch","Not Started","FF0000","ONLY PUBLISH THIS","Website content","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6285899"
"28/05/2024","27/05/2024","MST for Families - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6389663"
"28/05/2024","27/05/2024","MST for Families - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6389362"
"28/05/2024","10/05/2024","MST for Families resource launch","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6366452"
"28/05/2024","10/05/2024","MST for Families resources launch","Not Started","FF0000","ONLY PUBLISH THIS","Press release","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6366445"
"27/05/2024","22/05/2024","MBTM Ep 18 - Dennis Mackenzie - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6384456"
"27/05/2024","22/05/2024","MBTM Ep 18 - Dennis Mackenzie - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6384491"
"27/05/2024","24/05/2024","CPCOE Webinar Reshare","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","Lori-Anne, Research Partnerships","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6387552"
"23/05/2024","15/05/2024","Podcast: Dennis Mackenzie","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6374180"
"23/05/2024","15/05/2024","Podcast: Dennis Mackenzie","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6374176"
"23/05/2024","14/12/2023","English - Newsletter - DEMO for SRG","Not Started","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6111782"
"22/05/2024","02/05/2024","Suicide Prevention Resources social","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","Infographic","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6354073"
"21/05/2024","14/05/2024","PE therapy (French) Save the Date - EN - 2024","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6371222"
"21/05/2024","14/05/2024","PE Training Save the Date - FR 2024","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6371730"
"21/05/2024","12/04/2024","Save the date/reg open: Digital stories screening","Not Started","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6322848"
"21/05/2024","12/04/2024","Save the date/Reg open: Digital stories screening","Not Started","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6322850"
"21/05/2024","16/05/2024","Digital Stories Screening 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6375024"
"21/05/2024","16/05/2024","Digital Stories Screening 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6375081"
"16/05/2024","11/04/2024","SAVE THE DATE - PE TRAINING","Not Started","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6320107"
"15/05/2024","02/05/2024","Suicide Prevention Resources social","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","Family Toolkit","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6354074"
"14/05/2024","12/04/2024","MI resource launch","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6322834"
"14/05/2024","12/04/2024","MI resource launch","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6322833"
"14/05/2024","14/05/2024","Moral injury resources 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6371127"
"14/05/2024","14/05/2024","Moral injury resources 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6371420"
"13/05/2024","21/03/2024","MI Information Launch","Not Started","21FF00","PUBLISH ANYTHING","Website content","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6285902"
"12/05/2024","21/03/2024","National Police Week Launch Post","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6285908"
"09/05/2024","06/05/2024","Mental Health Week ","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Digital Stories post ","Lori-Anne, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6357299"
"08/05/2024","12/04/2024","Blog: Lynette Peters (MHW)","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","Theme: Craft/working with hands","MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6322844"
"08/05/2024","12/04/2024","Blog: Lynette Peters (MHW)","Not Started","21FF00","PUBLISH ANYTHING","Blog post","Tactical Squad","","Courtney, MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6322839"
"07/05/2024","06/05/2024","Mental Health Week","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","Implementation post ","Lori-Anne, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6357290"
"06/05/2024","24/04/2024","Digital story screening event webpage","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","Meg, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6341623"
"06/05/2024","02/05/2024","Mental Health Week 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6353167"
"06/05/2024","02/05/2024","Mental Health Week 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6353166"
"06/05/2024","15/04/2024","Mental Health Week","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6325092"
"02/05/2024","02/05/2024","Suicide Prevention Resources Social","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","Veteran Toolkit","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6353992"
"01/05/2024","18/04/2024","Collaborative Research Funding Recipients Social","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Research Partnerships","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6331674"
"30/04/2024","04/04/2024","MOTMC - Wrap-up","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309694"
"29/04/2024","09/04/2024","Press Release: WWC Partnership Expansion","Not Started","FF0000","ONLY PUBLISH THIS","Blog post","Tactical Squad","","Implementation, External, Courtney","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6315676"
"26/04/2024","04/04/2024","MOTMC - Video Story","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309692"
"25/04/2024","16/04/2024","MBTM Ep 17 - Peer Support - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6327901"
"25/04/2024","16/04/2024","MBTM Ep 17 - Peer Support - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6327900"
"25/04/2024","04/04/2024","Podcast: Peer support","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","MMC, Lived Experience, Courtney","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309842"
"25/04/2024","04/04/2024","Podcast: Peer support","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","MMC, Lived Experience, Courtney","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309841"
"23/04/2024","04/04/2024","MOTMC - Storybooks","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309687"
"18/04/2024","18/04/2024","Veteran Family Summit 2024 - Post-event summary and save the date - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6331728"
"18/04/2024","18/04/2024","Veteran Family Summit 2024 - Post-event summary and save the date - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6331729"
"18/04/2024","10/04/2024","Veteran Family Summit: Summary + Save the Date","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6317821"
"18/04/2024","10/04/2024","Veteran Family Summit: Summary + Save the Date","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6317818"
"18/04/2024","04/04/2024","MOTMC - Video Story","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309686"
"17/04/2024","16/04/2024","Public Policy Engagement Report","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6328444"
"16/04/2024","21/03/2024","Public policy engagement report","Not Started","FFE900","TENTATIVE HOLD","Promotion plan","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6285967"
"16/04/2024","04/04/2024","MOTMC - Knowledge Hub","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309684"
"11/04/2024","10/04/2024","Perspectives - Nolan Underhill - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6319017"
